wals_code  name  latitude  longitude genus family  countrycodes  features
abd	Abidji	5.66666666667	-4.58333333333	Kwa	Niger-Congo	CI	Number_of_Non-Derived_Basic_Colour_Categories=2 3.5|Number_of_Basic_Colour_Categories=2 4.5-5.5|Green_and_Blue=2 Green/blue|Red_and_Yellow=2 Red/yellow
abe	Arabic (Beirut)	33.9166666667	35.5	Semitic	Afro-Asiatic	LB	Fixed_Stress_Locations=1 No fixed stress|Weight-Sensitive_Stress=4 Right-oriented: One of the last three|Weight_Factors_in_Weight-Sensitive_Stress_Systems=4 Long vowel or coda consonant|Rhythm_Types=1 Trochaic
abi	Abipón	-29.0	-61.0	South Guaicuruan	Guaicuruan	AR	Consonant_Inventories=2 Moderately small|Vowel_Quality_Inventories=2 Average (5-6)|Consonant-Vowel_Ratio=3 Average|Voicing_in_Plosives_and_Fricatives=1 No voicing contrast|Voicing_and_Gaps_in_Plosive_Systems=1 Other|Uvular_Consonants=4 Uvular stops and continuants|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=2 /l/, no obstruent laterals|The_Velar_Nasal=3 No velar nasal|Vowel_Nasalization=2 Contrast absent|Front_Rounded_Vowels=1 None|Syllable_Structure=3 Complex|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None|Fusion_of_Selected_Inflectional_Formatives=1 Exclusively concatenative|Exponence_of_Selected_Inflectional_Formatives=5 No case|Prefixing_vs._Suffixing_in_Inflectional_Morphology=2 Strongly suffixing|Case_Syncretism=1 No case marking|Syncretism_in_Verbal_Person/Number_Marking=2 Syncretic|Coding_of_Nominal_Plurality=2 Plural suffix|Plurality_in_Independent_Personal_Pronouns=4 Person-number stem|Inclusive/Exclusive_Distinction_in_Independent_Pronouns=3 No inclusive/exclusive|Inclusive/Exclusive_Distinction_in_Verbal_Inflection=2 'We' the same as 'I'|Gender_Distinctions_in_Independent_Personal_Pronouns=6 No gender distinctions|Person_Marking_on_Adpositions=2 No person marking|Number_of_Cases=1 No morphological case-marking|Asymmetrical_Case-Marking=1 No case-marking|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Position_of_Pronominal_Possessive_Affixes=3 Prefixes and suffixes|Perfective/Imperfective_Aspect=2 No grammatical marking|The_Past_Tense=4 No past tense|The_Future_Tense=2 No inflectional future|The_Perfect=4 No perfect|Position_of_Tense-Aspect_Affixes=2 Tense-aspect suffixes|Semantic_Distinctions_of_Evidentiality=1 No grammatical evidentials|Coding_of_Evidentiality=1 No grammatical evidentials|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Object,_Oblique,_and_Verb=1 VOX|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=3 No dominant order|Order_of_Adjective_and_Noun=3 No dominant order|Order_of_Demonstrative_and_Noun=1 Demonstrative-Noun|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Position_of_Interrogative_Phrases_in_Content_Questions=1 Initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=5 Other|Alignment_of_Case_Marking_of_Full_Noun_Phrases=1 Neutral|Alignment_of_Case_Marking_of_Pronouns=1 Neutral|Alignment_of_Verbal_Person_Marking=2 Accusative|Verbal_Person_Marking=5 Both the A and P arguments|Third_Person_Zero_of_Verbal_Person_Marking=3 Zero in some 3sg forms|Order_of_Person_Markers_on_the_Verb=2 A precedes P|Passive_Constructions=2 Absent|Nonperiphrastic_Causative_Constructions=2 Morphological but no compound|Negative_Morphemes=2 Negative particle|Symmetric_and_Asymmetric_Standard_Negation=3 Both|Subtypes_of_Asymmetric_Standard_Negation=3 A/Cat|Comparative_Constructions=3 Conjoined|Hand_and_Arm=2 Different|Finger_and_Hand=2 Different|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=21 Other|SVONeg_Order=4 No SVONeg|The_Position_of_Negative_Morphemes_in_SVO_Languages=11 Other NegV|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|Minor_morphological_means_of_signaling_negation=4 None|Exponence_of_Tense-Aspect-Mood_Inflection=1 monoexponential TAM
abk	Abkhaz	43.0833333333	41.0	Northwest Caucasian	Northwest Caucasian	GE	Consonant_Inventories=5 Large|Vowel_Quality_Inventories=1 Small (2-4)|Consonant-Vowel_Ratio=5 High|Voicing_in_Plosives_and_Fricatives=4 In both plosives and fricatives|Voicing_and_Gaps_in_Plosive_Systems=2 None missing in /p t k b d g/|Uvular_Consonants=2 Uvular stops only|Glottalized_Consonants=2 Ejectives only|Lateral_Consonants=2 /l/, no obstruent laterals|The_Velar_Nasal=3 No velar nasal|Vowel_Nasalization=2 Contrast absent|Front_Rounded_Vowels=1 None|Syllable_Structure=3 Complex|Tone=1 No tones|Fixed_Stress_Locations=1 No fixed stress|Weight-Sensitive_Stress=7 Not predictable|Weight_Factors_in_Weight-Sensitive_Stress_Systems=6 Lexical stress|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=4 Pharyngeals|Fusion_of_Selected_Inflectional_Formatives=1 Exclusively concatenative|Exponence_of_Selected_Inflectional_Formatives=5 No case|Inflectional_Synthesis_of_the_Verb=6 10-11 categories per word|Locus_of_Marking_in_the_Clause=1 Head marking|Locus_of_Marking_in_Possessive_Noun_Phrases=1 Head marking|Locus_of_Marking:_Whole-language_Typology=1 Head-marking|Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Reduplication=1 Productive full and partial reduplication|Case_Syncretism=1 No case marking|Syncretism_in_Verbal_Person/Number_Marking=3 Not syncretic|Number_of_Genders=3 Three|Sex-based_and_Non-sex-based_Gender_Systems=2 Sex-based|Systems_of_Gender_Assignment=2 Semantic|Coding_of_Nominal_Plurality=2 Plural suffix|Occurrence_of_Nominal_Plurality=6 All nouns, always obligatory|Plurality_in_Independent_Personal_Pronouns=4 Person-number stem|The_Associative_Plural=2 Unique affixal associative plural|Definite_Articles=1 Definite word distinct from demonstrative|Indefinite_Articles=2 Indefinite word same as 'one'|Inclusive/Exclusive_Distinction_in_Independent_Pronouns=5 Inclusive/exclusive|Inclusive/Exclusive_Distinction_in_Verbal_Inflection=3 No inclusive/exclusive|Distance_Contrasts_in_Demonstratives=2 Two-way contrast|Pronominal_and_Adnominal_Demonstratives=1 Identical|Gender_Distinctions_in_Independent_Personal_Pronouns=1 In 3rd person + 1st and/or 2nd person|Indefinite_Pronouns=3 Special|Intensifiers_and_Reflexive_Pronouns=2 Differentiated|Person_Marking_on_Adpositions=4 Pronouns and nouns|Number_of_Cases=2 2 cases|Asymmetrical_Case-Marking=2 Symmetrical|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Comitatives_and_Instrumentals=2 Differentiation|Ordinal_Numerals=5 First/one-th, two-th, three-th|Distributive_Numerals=7 Marked by mixed or other strategies|Numeral_Classifiers=1 Absent|Position_of_Pronominal_Possessive_Affixes=1 Possessive prefixes|Obligatory_Possessive_Inflection=2 Absent|Possessive_Classification=1 No possessive classification|Genitives,_Adjectives_and_Relative_Clauses=6 Highly differentiated|Adjectives_without_Nouns=2 Without marking|Action_Nominal_Constructions=3 Ergative-Possessive|Noun_Phrase_Conjunction=1 'And' different from 'with'|Nominal_and_Verbal_Conjunction=1 Identity|Perfective/Imperfective_Aspect=1 Grammatical marking|The_Past_Tense=1 Present, no remoteness distinctions|The_Future_Tense=1 Inflectional future exists|The_Perfect=3 Other perfect|Position_of_Tense-Aspect_Affixes=2 Tense-aspect suffixes|The_Morphological_Imperative=1 Second singular and second plural|The_Prohibitive=3 Special imperative + normal negative|Imperative-Hortative_Systems=4 Neither type of system|The_Optative=1 Inflectional optative present|Situational_Possibility=2 Verbal constructions|Epistemic_Possibility=1 Verbal constructions|Overlap_between_Situational_and_Epistemic_Modal_Marking=2 Overlap for either possibility or necessity|Semantic_Distinctions_of_Evidentiality=2 Indirect only|Coding_of_Evidentiality=2 Verbal affix or clitic|Suppletion_According_to_Tense_and_Aspect=1 Tense|Verbal_Number_and_Suppletion=1 None|Order_of_Subject,_Object_and_Verb=1 SOV|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=1 OV|Order_of_Object,_Oblique,_and_Verb=3 XOV|Order_of_Adposition_and_Noun_Phrase=1 Postpositions|Order_of_Genitive_and_Noun=1 Genitive-Noun|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=1 Demonstrative-Noun|Order_of_Numeral_and_Noun=3 No dominant order|Order_of_Relative_Clause_and_Noun=2 Relative clause-Noun|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Position_of_Polar_Question_Particles=6 No question particle|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=4 Subordinating suffix|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=1 OV and Postpositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=1 OV and RelN|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=2 OV and NAdj|Alignment_of_Case_Marking_of_Full_Noun_Phrases=1 Neutral|Alignment_of_Case_Marking_of_Pronouns=1 Neutral|Alignment_of_Verbal_Person_Marking=3 Ergative|Expression_of_Pronominal_Subjects=2 Subject affixes on verb|Verbal_Person_Marking=5 Both the A and P arguments|Third_Person_Zero_of_Verbal_Person_Marking=2 No zero realization|Order_of_Person_Markers_on_the_Verb=3 P precedes A|Ditransitive_Constructions:_The_Verb_'Give'=1 Indirect-object construction|Reciprocal_Constructions=2 Distinct from reflexive|Passive_Constructions=2 Absent|Antipassive_Constructions=3 No antipassive|Applicative_Constructions=4 Benefactive and other; only transitive|Periphrastic_Causative_Constructions=2 Purposive but no sequential|Nonperiphrastic_Causative_Constructions=2 Morphological but no compound|Negative_Morphemes=1 Negative affix|Symmetric_and_Asymmetric_Standard_Negation=3 Both|Subtypes_of_Asymmetric_Standard_Negation=3 A/Cat|Negative_Indefinite_Pronouns_and_Predicate_Negation=1 Predicate negation also present|Polar_Questions=2 Interrogative verb morphology|Predicative_Possession=5 'Have'|Predicative_Adjectives=1 Verbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=1 Impossible|Relativization_on_Subjects=4 Gap|Relativization_on_Obliques=4 Gap|'Want'_Complement_Subjects=2 Subject is expressed overtly|Purpose_Clauses=2 Balanced/deranked|'When'_Clauses=3 Deranked|Reason_Clauses=3 Deranked|Utterance_Complement_Clauses=2 Balanced/deranked|Hand_and_Arm=2 Different|Finger_and_Hand=2 Different|Numeral_Bases=2 Hybrid vigesimal-decimal|M-T_Pronouns=1 No M-T pronouns|N-M_Pronouns=1 No N-M pronouns|Postverbal_Negative_Morphemes=2 [V-Neg]|Prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|NegSOV_Order=4 No NegSOV|SOVNeg_Order=2 Suffix&NoDoubleNeg|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=20 MorphNeg|SONegV_Order=2 Prefix&NoDoubleNeg|Multiple_Negative_Constructions_in_SOV_Languages=6 SO[Neg-V]/SO[V-Neg]|Preverbal_Negative_Morphemes=2 [Neg-V]|Order_of_Negative_Morpheme_and_Verb=11 Type 3 / Type 4|SNegOV_Order=4 No SNegOV|The_Position_of_Negative_Morphemes_in_SOV_Languages=15 More than one construction|Minor_morphological_means_of_signaling_negation=4 None|M_in_Second_Person_Singular=2 m in second person singular|M_in_First_Person_Singular=1 No m in first person singular|Other_Roles_of_Applied_Objects=1 Instrument|Zero_Marking_of_A_and_P_Arguments=2 Non-zero marking|Exponence_of_Tense-Aspect-Mood_Inflection=1 monoexponential TAM|Productivity_of_the_Antipassive_Construction=4 no antipassive|Number_of_Possessive_Nouns=1 None reported|Suppletion_in_Imperatives_and_Hortatives=5 None (= no suppletive imperatives reported in the reference material)
abm	Alabama	32.3333333333	-87.4166666667	Muskogean	Muskogean	US	Consonant_Inventories=1 Small|Vowel_Quality_Inventories=1 Small (2-4)|Consonant-Vowel_Ratio=4 Moderately high|Voicing_in_Plosives_and_Fricatives=2 In plosives alone|Voicing_and_Gaps_in_Plosive_Systems=1 Other|Uvular_Consonants=1 None|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=4 /l/ and lateral obstruent|The_Velar_Nasal=3 No velar nasal|Front_Rounded_Vowels=1 None|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None|Reduplication=1 Productive full and partial reduplication|Indefinite_Pronouns=1 Interrogative-based|Noun_Phrase_Conjunction=1 'And' different from 'with'|Semantic_Distinctions_of_Evidentiality=2 Indirect only|Coding_of_Evidentiality=2 Verbal affix or clitic|Predicative_Possession=1 Locational|Predicative_Adjectives=1 Verbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=2 Possible|Hand_and_Arm=2 Different|Finger_and_Hand=2 Different|Numeral_Bases=1 Decimal|Tea=3 Others
abu	Abun	-0.5	132.5	North-Central Bird's Head	West Papuan	ID	Prefixing_vs._Suffixing_in_Inflectional_Morphology=1 Little affixation|Coding_of_Nominal_Plurality=9 No plural|Occurrence_of_Nominal_Plurality=1 No nominal plural|Definite_Articles=2 Demonstrative word used as definite article|Indefinite_Articles=1 Indefinite word distinct from 'one'|Gender_Distinctions_in_Independent_Personal_Pronouns=3 3rd person singular only|Politeness_Distinctions_in_Pronouns=1 No politeness distinction|Indefinite_Pronouns=2 Generic-noun-based|Person_Marking_on_Adpositions=2 No person marking|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Numeral_Classifiers=3 Obligatory|Conjunctions_and_Universal_Quantifiers=2 Formally similar, without interrogative|Genitives,_Adjectives_and_Relative_Clauses=6 Highly differentiated|Nominal_and_Verbal_Conjunction=1 Identity|Position_of_Tense-Aspect_Affixes=5 No tense-aspect inflection|The_Morphological_Imperative=5 No second-person imperatives|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Object,_Oblique,_and_Verb=1 VOX|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=1 Genitive-Noun|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Numeral_and_Noun=2 Noun-Numeral|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=2 Adjective-Degree word|Position_of_Polar_Question_Particles=2 Final|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=5 Mixed|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=4 VO and NAdj|Alignment_of_Verbal_Person_Marking=1 Neutral|Expression_of_Pronominal_Subjects=1 Obligatory pronouns in subject position|Verbal_Person_Marking=1 No person marking|Third_Person_Zero_of_Verbal_Person_Marking=1 No person marking|Order_of_Person_Markers_on_the_Verb=1 A and P do not or do not both occur on the verb|Ditransitive_Constructions:_The_Verb_'Give'=1 Indirect-object construction|Passive_Constructions=2 Absent|Negative_Morphemes=6 Double negation|Negative_Indefinite_Pronouns_and_Predicate_Negation=1 Predicate negation also present|Polar_Questions=1 Question particle|'Want'_Complement_Subjects=2 Subject is expressed overtly|Purpose_Clauses=3 Deranked|'When'_Clauses=1 Balanced|Reason_Clauses=1 Balanced|Utterance_Complement_Clauses=1 Balanced|Numeral_Bases=1 Decimal|Postverbal_Negative_Morphemes=1 VNeg|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=18 ObligDoubleNeg|SNegVO_Order=5 Word&OnlyWithAnotherNeg|Obligatory_Double_Negation=1 NegVNeg|SVONeg_Order=3 OnlyWithAnotherNeg|Obligatory_Double_Negation_in_SVO_languages=1 SNegVONeg|The_Position_of_Negative_Morphemes_in_SVO_Languages=14 ObligNeg|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=14 ObligDoubleNeg|NegSVO_Order=4 No NegSVO|Minor_morphological_means_of_signaling_negation=4 None
abv	Abui	-8.25	124.666666667	Greater Alor	Timor-Alor-Pantar	ID	Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Coding_of_Nominal_Plurality=7 Plural word|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Position_of_Pronominal_Possessive_Affixes=1 Possessive prefixes|Position_of_Tense-Aspect_Affixes=2 Tense-aspect suffixes|Order_of_Subject,_Object_and_Verb=1 SOV|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=1 OV|Order_of_Adposition_and_Noun_Phrase=5 No adpositions|Order_of_Genitive_and_Noun=1 Genitive-Noun|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=1 Demonstrative-Noun|Order_of_Numeral_and_Noun=2 Noun-Numeral|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=2 OV and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=2 OV and NAdj|Expression_of_Pronominal_Subjects=4 Subject pronouns in different position|Negative_Morphemes=3 Negative auxiliary verb|Postverbal_Negative_Morphemes=1 VNeg|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|NegSOV_Order=4 No NegSOV|SOVNeg_Order=1 Word&NoDoubleNeg|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=8 SOVNeg|SONegV_Order=8 No SONegV|Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=4 Immed postverbal|Preverbal_Negative_Morphemes=4 None|Order_of_Negative_Morpheme_and_Verb=2 VNeg|SNegOV_Order=4 No SNegOV|The_Position_of_Negative_Morphemes_in_SOV_Languages=4 SOVNeg|Minor_morphological_means_of_signaling_negation=4 None
abz	Abaza	44.0	42.0	Northwest Caucasian	Northwest Caucasian	RU	The_Velar_Nasal=3 No velar nasal|The_Optative=1 Inflectional optative present|Applicative_Constructions=3 Benefactive and other; both bases|Predicative_Adjectives=1 Verbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=1 Impossible|Tea=1 Words derived from Sinitic cha|Other_Roles_of_Applied_Objects=3 Instrument and locative
ace	Acehnese	5.5	95.5	Malayo-Sumbawan	Austronesian	ID	Fixed_Stress_Locations=7 Ultimate|Weight-Sensitive_Stress=8 Fixed stress (no weight-sensitivity)|Weight_Factors_in_Weight-Sensitive_Stress_Systems=5 Prominence|Rhythm_Types=1 Trochaic|Locus_of_Marking_in_the_Clause=1 Head marking|Locus_of_Marking_in_Possessive_Noun_Phrases=1 Head marking|Locus_of_Marking:_Whole-language_Typology=1 Head-marking|Prefixing_vs._Suffixing_in_Inflectional_Morphology=1 Little affixation|Coding_of_Nominal_Plurality=9 No plural|Occurrence_of_Nominal_Plurality=1 No nominal plural|Definite_Articles=5 No definite or indefinite article|Indefinite_Articles=5 No definite or indefinite article|Distance_Contrasts_in_Demonstratives=3 Three-way contrast|Pronominal_and_Adnominal_Demonstratives=1 Identical|Gender_Distinctions_in_Independent_Personal_Pronouns=6 No gender distinctions|Indefinite_Pronouns=1 Interrogative-based|Person_Marking_on_Adpositions=2 No person marking|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Position_of_Pronominal_Possessive_Affixes=4 No possessive affixes|Noun_Phrase_Conjunction=2 'And' identical to 'with'|Nominal_and_Verbal_Conjunction=1 Identity|Position_of_Tense-Aspect_Affixes=5 No tense-aspect inflection|The_Morphological_Imperative=5 No second-person imperatives|The_Prohibitive=2 Normal imperative + special negative|Situational_Possibility=2 Verbal constructions|Epistemic_Possibility=1 Verbal constructions|Overlap_between_Situational_and_Epistemic_Modal_Marking=2 Overlap for either possibility or necessity|Order_of_Subject,_Object_and_Verb=7 No dominant order|Order_of_Subject_and_Verb=3 No dominant order|Order_of_Object_and_Verb=3 No dominant order|Order_of_Object,_Oblique,_and_Verb=6 No dominant order|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Numeral_and_Noun=1 Numeral-Noun|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=3 No dominant order|Position_of_Polar_Question_Particles=5 In either of two positions|Position_of_Interrogative_Phrases_in_Content_Questions=3 Mixed|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=5 Other|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=5 Other|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=5 Other|Alignment_of_Verbal_Person_Marking=4 Active|Verbal_Person_Marking=5 Both the A and P arguments|Third_Person_Zero_of_Verbal_Person_Marking=5 Zero in all 3rd person forms|Order_of_Person_Markers_on_the_Verb=2 A precedes P|Ditransitive_Constructions:_The_Verb_'Give'=4 Mixed|Passive_Constructions=2 Absent|Nonperiphrastic_Causative_Constructions=2 Morphological but no compound|Negative_Indefinite_Pronouns_and_Predicate_Negation=1 Predicate negation also present|Polar_Questions=1 Question particle|Predicative_Possession=3 Topic|Predicative_Adjectives=1 Verbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=2 Possible|Relativization_on_Subjects=4 Gap|Relativization_on_Obliques=4 Gap|'Want'_Complement_Subjects=1 Subject is left implicit|Purpose_Clauses=1 Balanced|'When'_Clauses=1 Balanced|Reason_Clauses=1 Balanced|Utterance_Complement_Clauses=1 Balanced|M-T_Pronouns=1 No M-T pronouns|N-M_Pronouns=1 No N-M pronouns|Tea=2 Words derived from Min Nan Chinese te|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|Minor_morphological_means_of_signaling_negation=4 None|M_in_Second_Person_Singular=1 No m in second person singular|M_in_First_Person_Singular=1 No m in first person singular|Zero_Marking_of_A_and_P_Arguments=2 Non-zero marking
ach	Aché	-25.25	-55.1666666667	Tupi-Guaraní	Tupian	PY	Consonant_Inventories=1 Small|Vowel_Quality_Inventories=2 Average (5-6)|Consonant-Vowel_Ratio=2 Moderately low|Voicing_in_Plosives_and_Fricatives=1 No voicing contrast|Voicing_and_Gaps_in_Plosive_Systems=1 Other|Uvular_Consonants=1 None|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=3 Laterals, but no /l/, no obstruent laterals|Front_Rounded_Vowels=1 None|Syllable_Structure=1 Simple|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None
